물리는 사고도 많고 그래요,2
물어보고 싶은 게 있는데 고양이 씻기기는 힘들지 않나요?,2
고양이가 물을 너무 싫어해서 저는 업체에 따로 맡기고 있어요.,1
그런 면에서는 강아지가 더 좋네요.,1
아 고양이 용품 강아지 용품 사료 이런 거 비용이 뭐가 더 비싸나요?,2
음 가격은 비슷 비슷한 거 같아요.,1
고양이 털 알레르기 있으신 분들이 종종 있던데 알레르기는 없으신가요?,1
네 털 알레르기는 없어요,2
고양이랑 강아지랑 이름이 궁금해요!,2
고양이는 찐빵이고 강아지는 만두입니다!,1
아 이름이 너무 귀엽네요,2
저도 분양 받고 싶네요 크크,2
좋아하는 스포츠가 있으세요?,1
저는 축구 보는 거 좋아해요,2
좋아하는 스포츠 있으세요?,2
저도 최근에 축구에 흥미가 생겼어요.,1
좋은 하는 선수 있으세요?,1
네 저는 옛날 선수 호나우두를 좋아합니다,2
좋아하는 선수 있으세요?,2
저는 손흥민 선수를 좋아합니다.,1
최근에 경기 보신 거 있으세요?,1
최근에 올림픽 경기를 봤습니다,2
대한민국이랑 멕시코랑 경기를 했는데 완전 크게 졌어요,2
축구 직접 하시기도 하나요?,2
아 직접 하는 건 좋아하지 않습니다.,1
축구를 직접 하시나요?,1
저도 직접 하는 건 별로 좋아하지 않아요,2
여자 축구도 관심이 있으신가요?,2
여자 축구는 본 적이 없는 거 같아요.,1
저는 축구 말고 예전부터 야구를 좋아했어요.,1
저도 야구를 좋아합니다,2
야구는 가서 보면서 응원하고 노는 게 재밌어요,2
야구장 자주 가시나요?,2
예전에 만났던 여자친구가 야구를 좋아해서 자주 야구장에 가고는 했습니다.,1
좋아하는 야구팀이 있나요?,1
저는 예전에는 삼성을 좋아했는데 지금은 야구를 잘 안 봐서 좋아하는 팀은 없는 거 같아요,2
좋아하는 야구팀 있나요?,2
저는 두산 팬입니다.,1
특히 김현수 선수를 좋아했는데 다른 팀으로 이적해서 너무 아쉽네요,1
이번에 김현수 잘한 거 같은데 올림픽 야구는 보셨나요?,2
이번에는 시간이 없어 경기를 보지 못했습니다.,1
경기 보셨나요?,1
네 저도 기사만 봤는데 김현수 선수가 잘했다고 기사 본 기억이 있네요.,2
좋아하는 게임 있으세요?,1
저는 축구 게임을 좋아합니다,2
좋아하는 게임 있으세요?,2
최근에는 저도 축구 게임을 하고 있습니다.,1
피파 온라인이라고 아시나요?,1
네 저도 그 게임을 하고 있습니다,2
요즘에도 게임을 하시나요?,2
네네, 저번 주말에도 했습니다.,1
이번에 구단을 리빌딩 했는데 아주 만족스럽습니다.,1
저도 저번에 리빌딩을 했는데 아주 좋아요,2
게임에서 좋아하는 팀이 있나요?,2
저는 브라질 팀을 좋아합니다!,1
어떤 팀으로 리빌딩 하셨나요?,1
저는 뮌헨으로 리빌딩을 했습니다,2
원래는 맨시티 유벤투스에서 뮌헨으로 바꾸니 선수들이 밸런스가 좋아졌어요,2
무슨 팀으로 게임을 하고 계신가요?,2
브라질 대표팀으로 하고 있습니다.,1
티어는 어디인가요?,1
저는 티어가 슈퍼 챌린저입니다,2
이번에 챔피언스를 찍으려고 노력 중입니다 크크,2
와우... 엄청 잘 하시네요..,1
저랑 하시면 재미 없으시겠어요..,1
아 피파3은 잘했었는데 피파4는 아직 잘 못해요,2
게임하다가 화가 너무 많이 나네요,2
게임하다가 화나신 적 없으신가요?,2
정말 피파3은 재미있게 했었는데 이번 피파4는 업데이트를 할 때마다 이상해지는 거 같아요.,1
실제 축구를 반영한다고 하는데 게임이 점점 산으로 가는 거 같네요.,1
네 게임이 지금은 달리기 게임으로 바꼈어요,2
오늘도 게임 하시나요?,2
아니요, 평일에는 안 하고 주말에 조금씩 하고 있습니다.,1
다음에 기회 되면 같이 게임 하면 좋을 거 같아요!,1
네 다음에 꼭 같이 게임해요!,2
휴가 계획 있으세요?,1
저는 아직 휴가 계획이 없어요,2
원래 여름이면 워터파크 가는 거 좋아해서 갔었는데 코로나 때문에 갈 수가 없네요,2
휴가 계획 있으신가요?,2
저도 아직 계획이 없어요.,1
너무 더워서 계곡이라도 한번 갔다 오려고 합니다.,1
서울 근교에 계곡 괜찮은 곳 있나요?,2
파주 쪽이나 청평 쪽에 괜찮은 곳이 좀 있는 거 같아요.,1
기억에 남는 여행지가 있으세요?,1
저는 일본에 갔었던 기억이 있어요,2
코로나 터지기 전에 갔었는데 처음으로 해외여행 가봐서 기억에 남네요,2
기억에 남는 여행지가 있으세요?,2
저는 예전에 말레이시아에서 잠깐 살았었는데 그때 기억이 많이 남네요.,1
해외여행 어디로 다녀오셨어요?,1
일본에 이름이 생각이 안 나네요,2
가까운 쪽에 갔는데 일본도 나름 볼 게 많아서 괜찮았던 거 같아요,2
말레이시아에서 뭐하셨어요?,2
말레이시아에서 잠깐 대학 다니다가 군대 때문에 돌아왔네요..,1
아 좋았겠어요,2
말레이시아는 언어가 어떻게 돼요?,2
말레이시아는 공통 언어로 영어를 쓰고 있어요!,1
중국인들이 많아서 중국어도 많이 쓰고요.,1
오 영어 잘하시겠네요,2
저도 다른 곳도 가고 싶은데 코로나 때문에 이제 해외는 못 가겠어요 유유,2
영어를 하도 안 쓰다 보니 기억이 가물가물하네요.,1
필리핀에 팔라완이라는 섬이 있는데 정말 너무 아름다웠어요.,1
나중에 기회가 된다면 한번 가보세요!,1
네 필리핀 그런 곳은 무섭지 않나요,2
너무 안 좋은 사건들을 많이 본 거 같아서,2
제가 갔을 때는 케이팝 열풍이라 한국인에 대한 사랑이 엄청났어요.,1
가고 보고 싶은 여행지가 있으세요?,1
저는 유럽을 한 번 가보고 싶어요!,2
요즘 날씨가 너무 더운 거 같아요.,1
네 너무 더워요,2
좋아하는 계절이 있나요?,2
저는 봄이랑 가을을 좋아합니다.,1
좋아하는 계절이 있으세요?,1
저도 날씨는 그 날씨를 좋아하는데 계절은 놀기 좋은 여름이 좋은 거 같아요,2
날씨로는 여름이 제일 싫어요. 키키,2
저도 여름이 너무 싫어요.,1
차라리 겨울이 더 나은 거 같아요.,1
혹시 천재지변으로 피해를 보신 적이 있나요?,2
아니요 저는 없습니다.,1
혹시 그런 적이 있으세요?,1
저는 없는데 주변에 천재지변으로 피해를 본 사람들을 봤어요,2
비 오는 날 좋아하세요?,2
비 너무 싫어요.,1
근데 집에 누워서 빗소리 듣는 건 좋아해요.,1
비 오는 날 좋아하세요?,1
저도 비 오는 날 밖에 있는 거는 싫어하는데 자동차나 집이나 안에서 비 보는 거는 좋아합니다,2
눈은 좋아하세요?,2
눈 좋아했었죠.,1
근데 군대에 다녀온 이후로부터 눈이 너무 싫어졌네요.,1
눈 오는 거 좋아하세요?,1
저도 부산에 살아서 눈 오면 신기하고 좋아하고 그랬는데 군대를 다녀온 이후부터 눈이 너무 싫어졌어요,2
여름을 즐겁게 보내는 방법이 있을까요?,2
여름을 즐겁게 보내는 방법이라...,1
그런 게 존재하기는 할까요?,1
여름에는 에어컨 바람 쐬면서 아이스크림 먹는 게 최고이죠.,1
평소에는 아이스크림 먹지도 않는데 이번 여름에는 하루에 아이스크림 한 개는 먹는 거 같네요 키키,2
그러게요,1
앞으로 점점 더 더워진다고 하는데...,1
더위 조심하세요!,1
네 더위 조심하세요,2
계곡 가셔서도 조심하시고!,2
요즘 사회적으로 이슈가 많은데 관심 있게 보고 있는 이슈가 있으세요?,1
요즘은 아니고 그 어린이 보호 구역에서 자동차로 30km 그거 때문에 어떻게 생각하세요?,2
어린이 보호구역에서 서행하는 건 당연한 것이지만 그걸 악용하는 사람들이 있다고 하네요...,1
혹시 어떻게 생각하시나요?,1
네 무서워서 어린이 보호구역을 가지를 못하겠어요,2
요즘 관심 있는 이슈 있으세요?,2
요즘은 코로나가 제일 핫한 이슈가 아닐까 생각합니다.,1
빨리 백신 접종을 해야 하는데 큰일이네요.,1
네 맞아요,2
처음에는 무서워서 접종하다가 잘못된 사람들도 많고 해서 안 할까 했는데 친구들이 거의 다 맞아서 빨리 저도 접종하고 치우고 싶네요.,2
근데 이번에 백신을 접종해도 돌파 감염된 사람이 계속해서 증가하고 있다고 하는데 정말 너무 무섭네요.,1
아 맞아요 10시 이후 영업 못하게 하는 거는 어떻게 생각하세요?,2
음 저는 딱히 효과가 없다고 생각합니다.,1
자영업자들만 피해를 보고 있는 느낌이에요.,1
그 부분에 대해서 어떻게 생각하세요?,1
저도 그렇게 생각합니다,2
직장을 늦게 마치는 분들은 마치고 밥도 못 먹는 분들도 있더라고요,2
2인 5인 이런 것도 의미가 있다고 보시나요?,2
인원수 제한을 한다고 해서 사람들이 안 모일까요,,1
저는 그렇지 않다고 생각합니다.,1
어차피 맛집 같은 데나 대형 마트에만 가도 사람들이 바글바글한데 그게 무슨 의미가 있을까요?,1
네 맞습니다,2
좀 다른 방법으로 했으면 좋겠는데 아쉽네요,2
대처 방법이 좋은 방법 있을까요?,2
아주 확실한 방법은 외국처럼 저희도 락다운을 걸어서 빠르고 확실하게 잡아내는 것도 하나의 방법이 되지 않을까 싶습니다.,1
아니면 이스라엘처럼 코로나와의 공존 방안을 새롭게 찾아내야 한다고 생각합니다.,1
혹시 좋은 방법이 있을까요?,1
저는 그냥 모든 업종에 그렇게 적용하기보다는 술집이나 그런 곳에 그렇게 하는 것이 좋다고 생각합니다,2
술을 먹으면 판단력이 흐려져서 사람들이 실수를 많이 할 거 같아서요.,2
네, 좋은 말씀인 거 같습니다!,1
코로나가 종식되면 해보고 싶은 게 있으세요?,1
네 저는 해외여행을 다녀보고 싶어요.,2
이번 일본 도쿄 올림픽 개최에 대해서 어떻게 생각하시나요?,1
아 저는 무리하게 일본에서 왜 올림픽을 개최하는지 모르겠어요,2
**씨는 어떻게 생각하시나요?,2
저도 굳이 이 시국에 개최를 하는 게 맞나 하는 생각이 있습니다.,1
심지어 올림픽 준비도 제대로 안 한 느낌을 많이 받았습니다.,1
해리포터 출판사 회장이 자신의 내연녀에게 1조 재산을 몽땅 넘긴 사건이 있었는데 혹시 알고 계신가요?,1
네 뭔가 기사만 보면 사기 사건 같은 느낌인데 아닌가요?,2
저도 뭔가 수상한 느낌이 드는 거 같긴 하네요.,1
유서가 발견이 됐다고 하는데... 이게 가능한 일인가요?,1
저 여자 분이 부럽네요,2
댓글에 보니 이 시대의 최고의 직업은 내연녀라고 하네요 키키,2
너무 쉽게 벌면 또 너무 쉽게 탕진하지 않을까요 하하,1
그래도 탕진을 하더라도 한 번 쓰고 싶은 만큼 써 보고 싶네요 키키,2
1조면 다 쓰기도 쉽지 않겠네요 키키,1
이번에 빌 게이츠 부부 이혼한 사실 아시나요?,2
이혼 중이라고는 얘기를 들었는데 결론이 났나요?,1
재산 분할을 한 거 같은데 돈이 어마어마하네요 175조...,2
와... 아까의 175배의 금액이네요.,1
그런 금액을 가지게 되면 무슨 기분일까요.,1
그냥 돈이 무엇인지 까먹을 거 같아요.,2
이혼한 거 보니까 바람을 피워서 이혼했다고 하는데 나쁜 놈이네요.,2
대부분 부자들은 바람피우는 게 기본 옵션인가 보네요.,1
키키 이혼 잘 하고 부디 지금부터는 잘 살기를...,2
미용에 대해서 관심이 있으세요?,1
어릴 때는 관심이 많았었는데 요즘에는 관심이 많이 떨어진 거 같아요,2
미용에 대해 관심이 있으세요?,2
저도 예전만큼은 관심이 떨어진 거 같네요.,1
최근에 수염 제모 관련해서 봤는데 좋아 보이긴 하더라고요.,1
아 저도 예전에 한 번 봤는데 너무 비싸더라고요,2
계속해줘야 하고 다이어트는 관심 없나요?,2
다이어트 관심 있죠.,1
매일 다짐은 하는데 막상 실천을 하지 않네요.,1
다이어트 계획이 있으세요?,1
네 지금 살이 너무 많이 쪘더라고요,2
이번에 고향에 갔다 왔는데 친구들이랑 다 살쪘다고 놀려서 살 좀 빼야겠어요 키키,2
다이어트 하실 때 팁 같은 거 있나요?,2
예전에 한참 몸 만들 때는 식단 조절도 철저하게 하면서 운동을 했는데...,1
팁 같은 거는 없고 정말 식단 조절이랑 꾸준히 운동하는 게 좋은 거 같아요!,1
저도 꾸준히 운동을 하고 싶은데 마음처럼 잘 안 되네요,2
성형수술 하고 싶은 곳 있나요?,2
마음 같아서는 싹 갈아엎고 싶네요 키키,1
제일 하고 싶은 부위는 코 수술을 하고 싶어요.,1
혹시 성형하고 싶은 부위가 있나요?,1
저는 얼굴을 좀 줄이고 싶어요 키키,2
마스크를 쓰면 귀가 너무 아프네요 얼굴이 커서...,2
미용실은 어디 다니시나요?,2
아 저도 얼굴 크기 좀 줄이고 싶네요.,1
미용실은 예전부터 다니던 곳이 있는데 수유역 쪽으로 다니고 있어요.,1
매번 힘들어 죽겠네요 키키,1
파마 같은 거 해보신 적 있으세요?,1
네  저는 삼 개월에 한 번씩 파마를 하는데 이번에 시간이 없어서 머리를 잘랐는데 머리가 다 뜨고... 미치겠네요 키키,2
이발은 보통 며칠에 한 번씩 하세요?,2
이발은 보통 한 달 주기로 하는 거 같아요.,1
아 저도 한 달에 한 번 정도 이발을 하는 거 같아요,2
머리에 뭐 따로 제품 쓰시는 거 있나요?,2
왁스랑 스프레이로 스타일링 하고 있어요.,1
머리가 너무 상한 거 같아서 최근에 에센스를 바르기 시작했네요.,1
따로 헤어 관리하시는 거 있으세요?,1
저는 따로 관리하는 건 없고 저도 에센스만 발라요 하하,2
평소 건강에 관심이 있으신가요?,1
네 요즘에 살이 쪄서 관심이 생겼습니다,2
건강에 관심이 있으신가요?,2
그렇게 큰 관심은 없었는데 최근 들어서 건강 보조제를 챙겨 먹기 시작했습니다.,1
드시고 있는 건강 보조제가 있나요?,1
저는 아직 딱히 없는데 어머니가 챙겨주신 거 몇 개 생각날 때마다 먹고 있습니다,2
일을 하다 보면 어깨나 손목이 아프지 않으신가요?,2
처음에는 어깨 쪽이 너무 아팠는데 점점 괜찮아지네요.,1
그동안 자세가 너무 안 좋았던 거 같아요.,1
저는 요즘에 어깨 쪽이 조금 아픈 거 같아요,2
어깨 관련해서 병원 가보신 적 있으세요?,2
아직 가본 적은 없는데 자세 교정이 필요한 거 같아서 도수 치료나 추나 치료 쪽으로 알아보고 있습니다.,1
혹시 이쪽으로 경험이 있으신가요?,1
추나 치료는 몇 번 받아봤는데 그렇게 괜찮은지 잘 모르겠어요.,2
추나 치료가 보험이 적용돼서 비용이 저렴하다고 하더라고요.,1
그럼 따로 스트레칭이나 이런 거 하시는 거 있으세요?,1
그냥 간단하게 어깨 돌리기 이 정도만 하는 거 같아요,2
스트레칭을 더 자주 해줘야 할 거 같아요,2
혹시 병원에 입원하신 적 있으세요?,2
